acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0005762	mitochondrial large ribosomal subunit	SPBC2F12.02c	mrpl7	mitochondrial ribosomal protein subunit L5	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC2F12.10	mrpl35	mitochondrial ribosomal protein subunit L38	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC3B9.14c	mrpl3	mitochondrial ribosomal protein subunit L44	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC4F6.08c	mrpl39	mitochondrial ribosomal protein subunit L33	ISS	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC56F2.14	mrpl44	mitochondrial ribosomal protein subunit L53	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPBC83.06c	rtc6	mitochondrial ribosomal protein subunit L36	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPBC887.07	mrpl38	mitochondrial ribosomal protein subunit L14	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPBC8D2.23	new15	mitochondrial ribosomal protein subunit L35	ISM	PMID:21270388	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPBC9B6.06	mrpl10	mitochondrial ribosomal protein subunit L15	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPBP4H10.15	aco2	mitochondrial ribosomal protein subunit L21/aconitate hydratase, fusion protein	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC126.05c	mrpl17	mitochondrial ribosomal protein subunit L46	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC1393.11	mrpl20	mitochondrial ribosomal protein subunit L58	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC1442.19	mrp49	mitochondrial ribosomal protein subunit Mrp49	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC16A11.11	mrpl31	mitochondrial ribosomal protein subunit L60	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC16C4.15	rml2	mitochondrial ribosomal protein subunit L2	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC1739.02c	mrpl22	mitochondrial ribosomal protein subunit L22	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC1919.08c	mrpl33	mitochondrial ribosomal protein subunit L30	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC24B10.04	mrpl50	mitochondrial ribosomal protein subunit L50	ISO	GO_REF:0000024	PomBase
GO:0005762	mitochondrial large ribosomal subunit	SPCC4B3.09c	mrpl12	mitochondrial ribosomal protein subunit L12	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC4G3.06c	mrpl4	mitochondrial ribosomal protein subunit L29	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC645.09	mrpl37	mitochondrial ribosomal protein subunit L54	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC777.17c	SPCC777.17c	mitochondrial ribosomal protein subunit L9	ISM	GO_REF:0000050	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC16E8.10c	rsm7	mitochondrial ribosomal protein subunit S7	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC1751.02c	rsm19	mitochondrial ribosomal protein subunit S19	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC1B3.18c	mrps18	mitochondrial ribosomal protein subunit S11	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC23A1.18c	mrp51	mitochondrial ribosomal protein subunit L51-bS1m	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC23H3.07c	mrp2	mitochondrial ribosomal protein subunit S14	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.10c	mrp4	mitochondrial ribosomal protein subunit S2	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.13c	mrp10	mitochondrial ribosomal protein subunit S37	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC29A4.03c	mrps9	mitochondrial ribosomal protein subunit S9	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC2F7.15	rsm24	mitochondrial ribosomal protein subunit S35	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC343.08c	mrp17	mitochondrial ribosomal protein subunit S6	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC4F8.06	mrps12	mitochondrial ribosomal protein subunit S12	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC4G9.17c	mrp5	mitochondrial ribosomal protein subunit S5	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC11B10.04c	mrps28	mitochondrial ribosomal protein subunit S15	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC13G1.01c	nam9	mitochondrial ribosomal protein subunit S4	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC14C8.16c	bot1	mitochondrial ribosomal protein subunit S45	IDA	PMID:18245278	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.04	rsm25	mitochondrial ribosomal protein subunit S23	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.14	SPBC16A3.14	mitochondrial ribosomal protein subunit	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC19F8.05	mrps26	mitochondrial ribosomal protein subunit S26	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC211.01	rsm10	mitochondrial ribosomal protein subunit S10	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC29A3.15c	rsm23	mitochondrial ribosomal protein subunit S29	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC2D10.09	snr1	mitochondrial ribosomal protein subunit S47/3-hydroxyisobutyryl-CoA hydrolase Snr1	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC2G2.07c	mug178	mitochondrial ribosomal protein subunit L51-b	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC30D10.12c	rsm27	mitochondrial ribosomal protein subunit S33	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC354.06	mrps16	mitochondrial ribosomal protein subunit S16	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC3H7.04	SPBC3H7.04	mitochondrial ribosomal protein subunit	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC409.14c	mrps17	mitochondrial ribosomal protein subunit S17	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC4B4.11	fyv4	mitochondrial ribosomal protein subunit S41	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC839.09c	mrp21	mitochondrial ribosomal protein subunit S21	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC1795.07	sws2	mitochondrial ribosomal protein subunit S13	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC18B5.04	rsm18	mitochondrial ribosomal protein subunit S18	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPCC736.10c	mrps8	mitochondrial ribosomal protein subunit S8	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPMIT.08	var1	mitochondrial ribosomal protein subunit S3	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPAC4G8.02c	sss1	translocon gamma subunit Sss1	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC19G7.17	sec6102	translocon subunit Sec61 homolog	IBA	GO_REF:0000033	GO_Central
GO:0005784	Sec61 translocon complex	SPBC2G2.03c	sbh1	translocon beta subunit, GEF Sbh1	IBA	GO_REF:0000033	GO_Central
GO:0005784	Sec61 translocon complex	SPBC354.02c	sec61	translocon alpha subunit Sec61	IBA	GO_REF:0000033	GO_Central
GO:0005785	signal recognition particle receptor complex	SPAC23H4.07c	srp102	signal recognition particle receptor beta subunit Srp102	ISO	GO_REF:0000024	PomBase
GO:0005785	signal recognition particle receptor complex	SPBC3B9.03	srp101	signal recognition particle receptor alpha subunit Srp101	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC17H9.07	srp21	signal recognition particle subunit Srp21	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC19B12.09	srp14	signal recognition particle subunit Srp14	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC126.15c	sec65	signal recognition particle subunit Sec65	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC1682.05c	srp68	signal recognition particle subunit	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC188.06c	srp54	signal recognition particle subunit Srp54	IPI	PMID:8041618	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC320.10	srp72	signal recognition particle subunit Srp72	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPNCRNA.98	srp7	7SL signal recognition particle component	IDA	PMID:2837764	PomBase
GO:0005787	signal peptidase complex	SPAC1071.04c	spc2	signal peptidase subunit Spc2	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPAC56F8.11	spc3	signal peptidase subunit Spc3	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPBC1685.03	sec11	signal peptidase subunit Sec11	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPBC887.22	spc1	signal peptidase complex subunit Spc1	IBA	GO_REF:0000033	GO_Central
GO:0005832	chaperonin-containing T-complex	SPAC1420.02c	cct5	chaperonin-containing T-complex epsilon subunit Cct5	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPAC1D4.04	cct2	chaperonin-containing T-complex beta subunit Cct2	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC106.06	cct4	chaperonin-containing T-complex delta subunit Cct4	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC12D12.03	cct1	chaperonin-containing T-complex alpha subunit Cct1	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC1A4.08c	cct3	chaperonin-containing T-complex gamma subunit Cct3	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC25H2.12c	cct7	chaperonin-containing T-complex eta subunit Cct7	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC337.05c	cct8	chaperonin-containing T-complex theta subunit Cct8	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC646.11	cct6	chaperonin-containing T-complex zeta subunit Cct6	IDA	PMID:19040720	PomBase
GO:0005835	fatty acid synthase complex	SPAC4A8.11c	fas2	fatty acid synthase alpha subunit Fas2	IDA	PMID:9693066	PomBase
GO:0005835	fatty acid synthase complex	SPAC926.09c	fas1	fatty acid synthase beta subunit Fas1	IDA	PMID:9693066	PomBase
GO:0005846	nuclear cap binding complex	SPAC6G10.07	cbc1	nuclear cap-binding complex large subunit	IBA	GO_REF:0000033	GO_Central
GO:0005846	nuclear cap binding complex	SPBC13A2.01c	cbc2	nuclear cap-binding complex small subunit	IBA	GO_REF:0000033	GO_Central
GO:0005846	nuclear cap binding complex	SPCC16C4.16c	cbc3	nuclear cap-binding complex variant subunit Cbc3	ISO	GO_REF:0000024	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC1071.01c	pta1	mRNA cleavage and polyadenylation specificity factor complex, symplekin scaffold subunit Pta1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC12G12.14c	pfs2	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC17G6.16c	ysh1	mRNA cleavage and polyadenylation specificity factor complex endoribonuclease subunit Ysh1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC227.08c	yth1	mRNA cleavage and polyadenylation specificity factor complex zinc finger subunit Yth1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC22G7.10	iss1	mRNA cleavage and polyadenylation specificity factor complex subunit Iss1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC3G9.04	ssu72	RNA polymerase II CTD phosphatase Ssu72	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC644.16	rna15	mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15	IBA	GO_REF:0000033	GO_Central
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat subunit Swd22	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat subunit Swd22	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.08	cft1	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Cft1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.15c	cft2	mRNA cleavage and polyadenylation specificity factor complex, metallo-beta-lactamase/beta-CASP protein Cft2	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC3B9.11c	ctf1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1	IBA	GO_REF:0000033	GO_Central
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC646.04	pla1	mRNA cleavage and polyadenylation specificity factor poly(A) polymerase Pla1	IGI	PMID:8692700	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein (PNUTS)	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein (PNUTS)	IPI	PMID:24945319	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC22H10.05c	SPAC22H10.05c	mRNA cleavage and polyadenylation specificity factor complex polyribonucleotide 5'-hydroxyl-kinase subunit	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC4G9.04c	pcf11	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Pcf11	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC644.16	rna15	mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC6F12.17	rna14	mRNA cleavage and polyadenylation specificity factor complex subunit Rna14	ISS	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPBC3B9.11c	ctf1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPBC660.15	msi2	mRNA cleavage factor complex RNA-binding subunit Msi2	ISO	GO_REF:0000024	PomBase
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC32A11.04c	tif212	translation initiation factor eIF2 beta subunit	IBA	GO_REF:0000033	GO_Central
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC3G9.09c	tif211	translation initiation factor eIF2 alpha subunit	IBA	GO_REF:0000033	GO_Central
GO:0005850	eukaryotic translation initiation factor 2 complex	SPBC17G9.09	tif213	translation initiation factor eIF2 gamma subunit	IBA	GO_REF:0000033	GO_Central
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC21E11.06	tif224	translation initiation factor eIF2B delta subunit	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC343.14c	tif222	translation initiation factor eIF2B beta subunit	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC4D7.09	tif223	translation initiation factor eIF2B gamma subunit	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC8C9.15c	tif225	translation initiation factor eIF2B epsilon subunit	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPCC11E10.07c	gcn3	translation initiation factor eIF2B alpha subunit Gcn3	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC1751.03	tif313	translation initiation factor eIF3m	IDA	PMID:15904532	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC3A12.13c	tif310	translation initiation factor eIF3j (p35)	IDA	PMID:19818717	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC4D7.05	sum1	translation initiation factor eIF3i	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC4D7.05	sum1	translation initiation factor eIF3i	IPI	PMID:12006658	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC821.05	tif308	translation initiation factor eIF3h (p40)	IDA	PMID:19061185	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC17D11.05	tif301	translation initiation factor eIF3a	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC18H10.03	tif307	translation initiation factor eIF3g	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC4C3.07	tif306	translation initiation factor eIF3f	IDA	PMID:15904532	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC646.09c	int6	translation initiation factor eIF3e	IDA	PMID:11134033	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPAC23A1.10	tef102	translation elongation factor EF-1 alpha Ef1a-b	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPBC839.15c	tef103	translation elongation factor EF-1 alpha Ef1a-c	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPCC1450.04	tef5	translation elongation factor EF-1 beta subunit, guanyl-nucleotide exchange factor (eEF1B)	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPCC794.09c	tef101	translation elongation factor EF-1 alpha Ef1a-a	ISO	GO_REF:0000024	PomBase
GO:0005854	nascent polypeptide-associated complex	SPAC4F10.14c	btf3	nascent polypeptide-associated complex beta subunit	IPI	PMID:17211518	PomBase
GO:0005854	nascent polypeptide-associated complex	SPBC25H2.05	egd2	nascent polypeptide-associated complex alpha subunit Egd2	IPI	PMID:17211518	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC1093.06c	dhc1	dynein heavy chain, minus-end directed microtubule motor Dhc1	IDA	PMID:20298435	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC1805.08	dlc1	dynein light chain Dlc1	IBA	GO_REF:0000033	GO_Central
GO:0005868	cytoplasmic dynein complex	SPAC458.04c	dli1	meiotic dynein intermediate light chain Dli1/Dil1	IDA	PMID:20298435	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC926.07c	dlc2	dynein light chain Dlc2	IBA	GO_REF:0000033	GO_Central
GO:0005868	cytoplasmic dynein complex	SPBC646.17c	dic1	meiotic dynein intermediate chain Dic1	IBA	GO_REF:0000033	GO_Central
GO:0005869	dynactin complex	SPAC14C4.08	mug5	dynactin complex subunit Mug5	IPI	PMID:25736293	PomBase
GO:0005869	dynactin complex	SPAC27D7.13c	ssm4	dynactin microtubule-binding subunit, p150-Glued Ssm4	TAS	PMID:15509865	PomBase
GO:0005869	dynactin complex	SPBC1347.12	arp1	dynactin complex subunit, centractin family actin-like protein Arp1	IPI	PMID:25736293	PomBase
GO:0005869	dynactin complex	SPBC56F2.03	arp10	dynactin complex actin-like protein Arp10	IBA	GO_REF:0000033	GO_Central
GO:0005869	dynactin complex	SPCC11E10.03	jnm1	dynactin complex subunit, dynamitin Jnm1	IPI	PMID:25736293	PomBase
GO:0005872	minus-end kinesin complex	SPAC664.10	klp2	kinesin-14 family minus-end directed microtubule motor Klp2	IDA	PMID:19430466	PomBase
GO:0005873	plus-end kinesin complex	SPBC1685.15c	klp6	kinesin-8 family plus-end directed microtubule motor Klp6	IPI	PMID:31427431	PomBase
GO:0005873	plus-end kinesin complex	SPBC2F12.13	klp5	kinesin-8 family plus-end directed microtubule motor Klp5	IPI	PMID:31427431	PomBase
GO:0005885	Arp2/3 protein complex	SPAC11H11.06	arp2	ARP2/3 actin-organizing complex actin-related protein subunit Arp2	IDA	PMID:10588653,PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPAC17G8.04c	arc5	ARP2/3 actin-organizing complex subunit Arc5	IDA	PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPAC630.03	arp3	ARP2/3 actin-organizing complex actin-related protein subunit Arp3	IDA	PMID:10588653,PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPAC6F6.10c	arc2	ARP2/3 actin-organizing complex subunit Arc34	IDA	PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPAC6G9.07c	arc4	ARP2/3 actin-organizing complex subunit Arc4	IDA	PMID:10588653,PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPBC14C8.06	arc1	ARP2/3 actin-organizing complex WD repeat subunit Sop2	IDA	PMID:10588653,PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPBC1778.08c	arc3	ARP2/3 actin-organizing complex subunit Arc21	IDA	PMID:10588653,PMID:16087707,PMID:18640983,PMID:21449051	PomBase
GO:0005945	6-phosphofructokinase complex	SPBC16H5.02	pfk1	6-phosphofructokinase pfk1	IDA	PMID:11015725,PMID:17643314	PomBase
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPAC19G12.15c	tpp1	trehalose-6-phosphate phosphatase Tpp1	IDA	PMID:12153582	PomBase
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPAC22F8.05	SPAC22F8.05	alpha,alpha-trehalose-phosphate synthase	IBA	GO_REF:0000033	GO_Central
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPAC328.03	tps1	alpha,alpha-trehalose-phosphate synthase [UDP-forming]	IDA	PMID:12153582	PomBase
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPAC3G6.09c	tps2	trehalose-phosphate synthase Tps2	IBA	GO_REF:0000033	GO_Central
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPACUNK4.16c	tps3	alpha,alpha-trehalose-phosphate synthase	IBA	GO_REF:0000033	GO_Central
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	SPBC660.07	ntp1	alpha,alpha-trehalase Ntp1	IPI	PMID:12153582	ComplexPortal
GO:0005948	acetolactate synthase complex	SPBC14C8.04	ilv6	acetolactate synthase regulatory subunit Ilv6	IBA	GO_REF:0000033	GO_Central
GO:0005948	acetolactate synthase complex	SPBP35G2.07	ilv1	acetolactate synthase catalytic subunit	IBA	GO_REF:0000033	GO_Central
GO:0005950	anthranilate synthase complex	SPBC1539.09c	trp1	anthranilate synthase component II, multifunctional enzyme Trp1	ISO	GO_REF:0000024	PomBase
GO:0005950	anthranilate synthase complex	SPCC1442.09	trp3	anthranilate synthase component I Trp3	ISO	GO_REF:0000024	PomBase
GO:0005951	carbamoyl-phosphate synthase complex	SPBC215.08c	arg4	arginine specific carbamoyl-phosphate synthase Arg4	ISO	GO_REF:0000024	PomBase
GO:0005951	carbamoyl-phosphate synthase complex	SPBC56F2.09c	arg5	arginine specific carbamoyl-phosphate synthase subunit Arg5	IBA	GO_REF:0000033	GO_Central
GO:0005953	CAAX-protein geranylgeranyltransferase complex	SPAC2E1P5.04c	cwg2	geranylgeranyltransferase I beta subunit Cwg2	IDA	PMID:9781874	PomBase
GO:0005953	CAAX-protein geranylgeranyltransferase complex	SPAPB1A10.04c	cwp1	geranylgeranyltransferase I and farnesyltransferase alpha subunit Cwp1	IDA	PMID:9781874	PomBase
GO:0005955	calcineurin complex	SPBP4H10.04	ppb1	serine/threonine protein phosphatase PP2B (calcineurin A) catalytic subunit Ppb1	EXP	PMID:15657058	PomBase
GO:0005955	calcineurin complex	SPCC830.06	cnb1	serine/threonine protein phosphatase PP2B (calcineurin B) regulatory subunit	EXP	PMID:15657058	PomBase
GO:0005956	protein kinase CK2 complex	SPAC1851.03	ckb1	CK2 family regulatory subunit Ckb1	IPI	PMID:25410910	PomBase
GO:0005956	protein kinase CK2 complex	SPAC23C11.11	cka1	serine/threonine protein kinase Cka1	IPI	PMID:25410910	PomBase
GO:0005956	protein kinase CK2 complex	SPBC2G5.02c	ckb2	CK2 regulatory subunit beta isoform 2, Ckb2	IBA	GO_REF:0000033	GO_Central
GO:0005960	glycine cleavage complex	SPAC1002.09c	dld1	mitochondrial dihydrolipoamide dehydrogenase (e3 component of oxoglutarate dehydrogenase complex) Dld1	ISO	GO_REF:0000024	PomBase
GO:0005960	glycine cleavage complex	SPAC13G6.06c	gcv2	glycine cleavage complex subunit P	IBA	GO_REF:0000033	GO_Central
GO:0005960	glycine cleavage complex	SPAC31G5.14	gcv1	glycine decarboxylase T subunit	ISS	GO_REF:0000024	PomBase
GO:0005960	glycine cleavage complex	SPBP19A11.01	gcv3	glycine decarboxylase complex subunit H	IBA	GO_REF:0000033	GO_Central
