systematic_id	gene_name	peptide_id	domain_id	database	seq_start	seq_end
SPAC144.09c	sfc2	SPAC144.09c.1:pep	G3DSA:3.30.160.60	Gene3D	202	289
SPAC144.09c	sfc2	SPAC144.09c.1:pep	G3DSA:3.30.160.60	Gene3D	333	374
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PF00096	PFAM	23	47
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PF00096	PFAM	83	107
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PF00096	PFAM	205	226
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PF00096	PFAM	236	261
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	25	47
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	55	77
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	85	107
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	115	138
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	146	169
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	206	226
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	238	261
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS00028	PROSITE	351	374
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	23	52
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	53	82
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	83	112
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	113	143
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	144	169
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	204	226
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	236	266
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	267	297
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PS50157	PROFILE	349	374
SPAC144.09c	sfc2	SPAC144.09c.1:pep	PTHR24384	PANTHER	89	305
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	23	47
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	53	77
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	83	107
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	113	138
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	144	169
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	175	202
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	204	226
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	236	261
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	267	295
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SM00355	SMART	349	373
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SSF57667	SUPERFAMILY	34	90
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SSF57667	SUPERFAMILY	94	148
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SSF57667	SUPERFAMILY	143	170
SPAC144.09c	sfc2	SPAC144.09c.1:pep	SSF57667	SUPERFAMILY	222	276
SPAC144.10c	gwt1	SPAC144.10c.1:pep	PF06423	PFAM	285	419
SPAC144.10c	gwt1	SPAC144.10c.1:pep	PIRSF017321	PIRSF	1	459
SPAC144.10c	gwt1	SPAC144.10c.1:pep	PS51257	PROFILE	1	32
SPAC144.10c	gwt1	SPAC144.10c.1:pep	PTHR20661	PANTHER	1	457
SPAC144.11	rps1102	SPAC144.11.1:pep	G3DSA:2.40.50.1000	Gene3D	1	152
SPAC144.11	rps1102	SPAC144.11.1:pep	PF00366	PFAM	70	137
SPAC144.11	rps1102	SPAC144.11.1:pep	PF16205	PFAM	8	68
SPAC144.11	rps1102	SPAC144.11.1:pep	PR00973	PRINTS	84	107
SPAC144.11	rps1102	SPAC144.11.1:pep	PR00973	PRINTS	117	127
SPAC144.11	rps1102	SPAC144.11.1:pep	PR00973	PRINTS	127	134
SPAC144.11	rps1102	SPAC144.11.1:pep	PS00056	PROSITE	117	129
SPAC144.11	rps1102	SPAC144.11.1:pep	PTHR10744	PANTHER	33	143
SPAC144.11	rps1102	SPAC144.11.1:pep	SSF50249	SUPERFAMILY	64	143
SPAC144.11	rps1102	SPAC144.11.1:pep	TIGR03630	NCBIFAM	51	139
SPAC144.12	rki1	SPAC144.12.1:pep	G3DSA:3.30.70.260	Gene3D	139	223
SPAC144.12	rki1	SPAC144.12.1:pep	G3DSA:3.40.50.1360	Gene3D	17	236
SPAC144.12	rki1	SPAC144.12.1:pep	PF06026	PFAM	61	236
SPAC144.12	rki1	SPAC144.12.1:pep	PTHR11934	PANTHER	4	244
SPAC144.12	rki1	SPAC144.12.1:pep	SSF100950	SUPERFAMILY	16	162
SPAC144.12	rki1	SPAC144.12.1:pep	SSF75445	SUPERFAMILY	143	223
SPAC144.12	rki1	SPAC144.12.1:pep	TIGR00021	NCBIFAM	24	237
SPAC144.12	rki1	SPAC144.12.1:pep	cd01398	CDD	16	233
SPAC144.13c	srw1	SPAC144.13c.1:pep	G3DSA:2.130.10.10	Gene3D	230	537
SPAC144.13c	srw1	SPAC144.13c.1:pep	PF00400	PFAM	368	402
SPAC144.13c	srw1	SPAC144.13c.1:pep	PF00400	PFAM	407	447
SPAC144.13c	srw1	SPAC144.13c.1:pep	PF00400	PFAM	496	531
SPAC144.13c	srw1	SPAC144.13c.1:pep	PF12894	PFAM	290	343
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS00678	PROSITE	434	448
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50082	PROFILE	291	328
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50082	PROFILE	370	402
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50082	PROFILE	412	456
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50082	PROFILE	500	541
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50294	PROFILE	370	402
SPAC144.13c	srw1	SPAC144.13c.1:pep	PS50294	PROFILE	500	533
SPAC144.13c	srw1	SPAC144.13c.1:pep	PTHR19918	PANTHER	46	541
SPAC144.13c	srw1	SPAC144.13c.1:pep	SM00320	SMART	281	319
SPAC144.13c	srw1	SPAC144.13c.1:pep	SM00320	SMART	322	359
SPAC144.13c	srw1	SPAC144.13c.1:pep	SM00320	SMART	363	402
SPAC144.13c	srw1	SPAC144.13c.1:pep	SM00320	SMART	405	447
SPAC144.13c	srw1	SPAC144.13c.1:pep	SM00320	SMART	493	532
SPAC144.13c	srw1	SPAC144.13c.1:pep	SSF50978	SUPERFAMILY	262	543
SPAC144.13c	srw1	SPAC144.13c.1:pep	cd00200	CDD	291	532
SPAC144.14	klp8	SPAC144.14.1:pep	G3DSA:3.40.850.10	Gene3D	4	364
SPAC144.14	klp8	SPAC144.14.1:pep	PF00225	PFAM	11	356
SPAC144.14	klp8	SPAC144.14.1:pep	PR00380	PRINTS	98	119
SPAC144.14	klp8	SPAC144.14.1:pep	PR00380	PRINTS	258	276
SPAC144.14	klp8	SPAC144.14.1:pep	PR00380	PRINTS	308	329
SPAC144.14	klp8	SPAC144.14.1:pep	PS50067	PROFILE	5	356
SPAC144.14	klp8	SPAC144.14.1:pep	PTHR24115	PANTHER	5	419
SPAC144.14	klp8	SPAC144.14.1:pep	SM00129	SMART	3	364
SPAC144.14	klp8	SPAC144.14.1:pep	SSF52540	SUPERFAMILY	5	362
SPAC144.14	klp8	SPAC144.14.1:pep	cd00106	CDD	5	354
SPAC144.15c	cog1	SPAC144.15c.1:pep	PF08700	PFAM	7	86
SPAC144.15c	cog1	SPAC144.15c.1:pep	PTHR31658	PANTHER	7	522
SPAC144.16	cia2	SPAC144.16.1:pep	G3DSA:3.30.300.130	Gene3D	47	143
SPAC144.16	cia2	SPAC144.16.1:pep	G3DSA:6.10.250.1280	Gene3D	144	175
SPAC144.16	cia2	SPAC144.16.1:pep	PF01883	PFAM	57	136
SPAC144.16	cia2	SPAC144.16.1:pep	PTHR12377	PANTHER	1	178
SPAC144.16	cia2	SPAC144.16.1:pep	SSF117916	SUPERFAMILY	55	151
SPAC144.17c		SPAC144.17c.1:pep	G3DSA:3.40.50.1240	Gene3D	338	449
SPAC144.17c		SPAC144.17c.1:pep	G3DSA:3.40.50.300	Gene3D	51	258
SPAC144.17c		SPAC144.17c.1:pep	PF00300	PFAM	354	444
SPAC144.17c		SPAC144.17c.1:pep	PF01591	PFAM	44	258
SPAC144.17c		SPAC144.17c.1:pep	PIRSF000709	PIRSF	4	268
SPAC144.17c		SPAC144.17c.1:pep	PIRSF000709	PIRSF	344	449
SPAC144.17c		SPAC144.17c.1:pep	PR00991	PRINTS	138	152
SPAC144.17c		SPAC144.17c.1:pep	PR00991	PRINTS	164	178
SPAC144.17c		SPAC144.17c.1:pep	PR00991	PRINTS	241	262
SPAC144.17c		SPAC144.17c.1:pep	PTHR10606	PANTHER	36	449
SPAC144.17c		SPAC144.17c.1:pep	SSF52540	SUPERFAMILY	53	259
SPAC144.17c		SPAC144.17c.1:pep	SSF53254	SUPERFAMILY	350	441
SPAC144.18	vrg4	SPAC144.18.1:pep	PTHR11132	PANTHER	16	309
SPAC144.18	vrg4	SPAC144.18.1:pep	SSF103481	SUPERFAMILY	202	311
SPAC144.18	vrg4	SPAC144.18.1:pep	TIGR00803	NCBIFAM	101	307
SPAC1486.01	sod2	SPAC1486.01.1:pep	G3DSA:1.10.287.990	Gene3D	43	104
SPAC1486.01	sod2	SPAC1486.01.1:pep	G3DSA:3.55.40.20	Gene3D	105	218
SPAC1486.01	sod2	SPAC1486.01.1:pep	PF00081	PFAM	27	103
SPAC1486.01	sod2	SPAC1486.01.1:pep	PF02777	PFAM	116	214
SPAC1486.01	sod2	SPAC1486.01.1:pep	PIRSF000349	PIRSF	3	218
SPAC1486.01	sod2	SPAC1486.01.1:pep	PR01703	PRINTS	29	40
SPAC1486.01	sod2	SPAC1486.01.1:pep	PR01703	PRINTS	50	63
SPAC1486.01	sod2	SPAC1486.01.1:pep	PR01703	PRINTS	87	100
SPAC1486.01	sod2	SPAC1486.01.1:pep	PR01703	PRINTS	144	152
SPAC1486.01	sod2	SPAC1486.01.1:pep	PR01703	PRINTS	179	191
SPAC1486.01	sod2	SPAC1486.01.1:pep	PS00088	PROSITE	181	188
SPAC1486.01	sod2	SPAC1486.01.1:pep	PTHR11404	PANTHER	22	217
SPAC1486.01	sod2	SPAC1486.01.1:pep	SSF46609	SUPERFAMILY	22	105
SPAC1486.01	sod2	SPAC1486.01.1:pep	SSF54719	SUPERFAMILY	109	216
SPAC1486.02c	dsc2	SPAC1486.02c.1:pep	PTHR43066	PANTHER	14	272
SPAC1486.03c	ntr1	SPAC1486.03c.1:pep	PF01585	PFAM	115	158
SPAC1486.03c	ntr1	SPAC1486.03c.1:pep	PF07842	PFAM	335	622
SPAC1486.03c	ntr1	SPAC1486.03c.1:pep	PS50174	PROFILE	115	161
SPAC1486.03c	ntr1	SPAC1486.03c.1:pep	PTHR23329	PANTHER	8	793
SPAC1486.03c	ntr1	SPAC1486.03c.1:pep	SM00443	SMART	113	159
SPAC1486.04c	alm1	SPAC1486.04c.1:pep	G3DSA:1.10.287.1490	Gene3D	1226	1397
SPAC1486.04c	alm1	SPAC1486.04c.1:pep	PTHR18898	PANTHER	14	1715
SPAC1486.05	nup189	SPAC1486.05.1:pep	G3DSA:1.10.10.2360	Gene3D	205	255
SPAC1486.05	nup189	SPAC1486.05.1:pep	G3DSA:1.25.40.690	Gene3D	1341	1435
SPAC1486.05	nup189	SPAC1486.05.1:pep	G3DSA:3.30.1610.10	Gene3D	812	970
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF04096	PFAM	823	968
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF12110	PFAM	1361	1655
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF13634	PFAM	39	132
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF13634	PFAM	314	402
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF13634	PFAM	454	547
SPAC1486.05	nup189	SPAC1486.05.1:pep	PF13634	PFAM	576	649
SPAC1486.05	nup189	SPAC1486.05.1:pep	PS51434	PROFILE	822	963
SPAC1486.05	nup189	SPAC1486.05.1:pep	PTHR23198	PANTHER	430	974
SPAC1486.05	nup189	SPAC1486.05.1:pep	SSF82215	SUPERFAMILY	818	970
SPAC1486.06	npt1	SPAC1486.06.1:pep	G3DSA:3.20.140.10	Gene3D	1	408
SPAC1486.06	npt1	SPAC1486.06.1:pep	MF_00570	HAMAP	2	410
SPAC1486.06	npt1	SPAC1486.06.1:pep	PF04095	PFAM	165	408
SPAC1486.06	npt1	SPAC1486.06.1:pep	PF17767	PFAM	10	133
SPAC1486.06	npt1	SPAC1486.06.1:pep	PIRSF000484	PIRSF	1	393
SPAC1486.06	npt1	SPAC1486.06.1:pep	PTHR11098	PANTHER	4	404
SPAC1486.06	npt1	SPAC1486.06.1:pep	SSF51690	SUPERFAMILY	124	404
SPAC1486.06	npt1	SPAC1486.06.1:pep	SSF54675	SUPERFAMILY	3	141
SPAC1486.06	npt1	SPAC1486.06.1:pep	TIGR01514	NCBIFAM	7	405
SPAC1486.06	npt1	SPAC1486.06.1:pep	cd01401	CDD	8	392
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	G3DSA:1.10.10.250	Gene3D	71	143
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	G3DSA:3.30.1550.10	Gene3D	4	70
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	MF_00736	HAMAP	5	144
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	PF00298	PFAM	72	142
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	PF03946	PFAM	9	67
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	PTHR11661	PANTHER	6	143
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	SM00649	SMART	9	143
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	SSF46906	SUPERFAMILY	68	143
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	SSF54747	SUPERFAMILY	6	73
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	TIGR01632	NCBIFAM	6	143
SPAC1486.07c	mrpl19	SPAC1486.07c.1:pep	cd00349	CDD	9	142
SPAC1486.08	cox16	SPAC1486.08.1:pep	PF14138	PFAM	20	101
SPAC1486.08	cox16	SPAC1486.08.1:pep	PTHR17130	PANTHER	9	106
SPAC1486.09	nob1	SPAC1486.09.1:pep	G3DSA:3.40.50.1010	Gene3D	1	123
SPAC1486.09	nob1	SPAC1486.09.1:pep	G3DSA:6.20.210.10	Gene3D	239	315
SPAC1486.09	nob1	SPAC1486.09.1:pep	PF08772	PFAM	246	317
SPAC1486.09	nob1	SPAC1486.09.1:pep	PF17146	PFAM	8	95
SPAC1486.09	nob1	SPAC1486.09.1:pep	PIRSF037125	PIRSF	1	388
SPAC1486.09	nob1	SPAC1486.09.1:pep	PTHR12814	PANTHER	2	387
SPAC1486.09	nob1	SPAC1486.09.1:pep	SM00670	SMART	6	108
SPAC1486.09	nob1	SPAC1486.09.1:pep	SSF144206	SUPERFAMILY	246	310
SPAC1486.09	nob1	SPAC1486.09.1:pep	cd09876	CDD	8	119
SPAC1486.10	thi1	SPAC1486.10.1:pep	G3DSA:4.10.240.10	Gene3D	30	93
SPAC1486.10	thi1	SPAC1486.10.1:pep	PF00172	PFAM	37	73
SPAC1486.10	thi1	SPAC1486.10.1:pep	PF04082	PFAM	250	490
SPAC1486.10	thi1	SPAC1486.10.1:pep	PS00463	PROSITE	38	65
SPAC1486.10	thi1	SPAC1486.10.1:pep	PS50048	PROFILE	38	67
SPAC1486.10	thi1	SPAC1486.10.1:pep	PTHR47540	PANTHER	13	729
SPAC1486.10	thi1	SPAC1486.10.1:pep	SM00066	SMART	33	76
SPAC1486.10	thi1	SPAC1486.10.1:pep	SM00906	SMART	362	435
SPAC1486.10	thi1	SPAC1486.10.1:pep	SSF57701	SUPERFAMILY	29	72
SPAC1486.10	thi1	SPAC1486.10.1:pep	cd00067	CDD	34	67
SPAC1486.10	thi1	SPAC1486.10.1:pep	cd12148	CDD	241	637
SPAC1486.11	fmc1	SPAC1486.11.1:pep	PF13233	PFAM	6	101
SPAC1486.11	fmc1	SPAC1486.11.1:pep	PTHR28015	PANTHER	3	103
SPAC14C4.01c	atg43	SPAC14C4.01c.1:pep	PF08589	PFAM	76	194
SPAC14C4.01c	atg43	SPAC14C4.01c.1:pep	PTHR38699	PANTHER	55	243
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	G3DSA:3.40.50.300	Gene3D	24	241
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	G3DSA:3.40.50.300	Gene3D	875	1034
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	PF13476	PFAM	26	234
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	PTHR45916	PANTHER	5	1069
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	SSF52540	SUPERFAMILY	24	699
SPAC14C4.02c	smc5	SPAC14C4.02c.1:pep	SSF52540	SUPERFAMILY	786	1028
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	G3DSA:1.10.510.10	Gene3D	243	442
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	G3DSA:2.60.200.20	Gene3D	39	159
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	G3DSA:3.30.200.20	Gene3D	160	242
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PF00069	PFAM	163	421
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PF00498	PFAM	62	131
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PS00107	PROSITE	166	189
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PS00108	PROSITE	277	289
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PS50006	PROFILE	62	116
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PS50011	PROFILE	160	421
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	PTHR24347	PANTHER	143	422
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	SM00220	SMART	160	421
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	SM00240	SMART	61	116
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	SSF49879	SUPERFAMILY	32	160
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	SSF56112	SUPERFAMILY	147	433
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	cd05117	CDD	163	420
SPAC14C4.03	mek1	SPAC14C4.03.1:pep	cd22670	CDD	40	143
SPAC14C4.04		SPAC14C4.04.1:pep	G3DSA:3.40.50.880	Gene3D	40	258
SPAC14C4.04		SPAC14C4.04.1:pep	PF17124	PFAM	45	228
SPAC14C4.04		SPAC14C4.04.1:pep	PTHR43068	PANTHER	19	265
SPAC14C4.04		SPAC14C4.04.1:pep	SSF52317	SUPERFAMILY	39	159
SPAC14C4.05c	man1	SPAC14C4.05c.1:pep	PF09402	PFAM	467	836
SPAC14C4.05c	man1	SPAC14C4.05c.1:pep	PF12949	PFAM	13	47
SPAC14C4.05c	man1	SPAC14C4.05c.1:pep	PTHR47808	PANTHER	1	841
SPAC14C4.05c	man1	SPAC14C4.05c.1:pep	cd12935	CDD	13	47
SPAC14C4.06c	nab2	SPAC14C4.06c.1:pep	G3DSA:1.10.340.40	Gene3D	7	109
SPAC14C4.06c	nab2	SPAC14C4.06c.1:pep	G3DSA:4.10.1000.40	Gene3D	176	247
SPAC14C4.06c	nab2	SPAC14C4.06c.1:pep	PF21803	PFAM	211	233
SPAC14C4.06c	nab2	SPAC14C4.06c.1:pep	PTHR14738	PANTHER	11	157
SPAC14C4.07		SPAC14C4.07.1:pep	G3DSA:1.20.1250.20	Gene3D	121	637
SPAC14C4.07		SPAC14C4.07.1:pep	PF07690	PFAM	134	459
SPAC14C4.07		SPAC14C4.07.1:pep	PTHR23507	PANTHER	87	638
SPAC14C4.07		SPAC14C4.07.1:pep	SSF103473	SUPERFAMILY	108	457
SPAC14C4.07		SPAC14C4.07.1:pep	SSF103473	SUPERFAMILY	523	638
SPAC14C4.09	agn1	SPAC14C4.09.1:pep	G3DSA:3.20.20.80	Gene3D	32	303
SPAC14C4.09	agn1	SPAC14C4.09.1:pep	PF03659	PFAM	24	399
SPAC14C4.09	agn1	SPAC14C4.09.1:pep	PTHR43173	PANTHER	22	332
SPAC14C4.09	agn1	SPAC14C4.09.1:pep	cd11577	CDD	18	303
SPAC14C4.10c		SPAC14C4.10c.1:pep	G3DSA:3.90.79.10	Gene3D	11	242
SPAC14C4.10c		SPAC14C4.10c.1:pep	PF00293	PFAM	61	170
SPAC14C4.10c		SPAC14C4.10c.1:pep	PS51462	PROFILE	27	185
SPAC14C4.10c		SPAC14C4.10c.1:pep	PTHR12992	PANTHER	19	245
SPAC14C4.10c		SPAC14C4.10c.1:pep	SSF55811	SUPERFAMILY	59	170
SPAC14C4.10c		SPAC14C4.10c.1:pep	cd03426	CDD	28	171
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	G3DSA:3.20.100.30	Gene3D	193	488
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	PF02656	PFAM	617	679
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	PF09359	PFAM	201	476
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	PS51382	PROFILE	1	144
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	PTHR46140	PANTHER	1	718
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	cd07892	CDD	195	490
SPAC14C4.11	vtc2	SPAC14C4.11.1:pep	cd14480	CDD	2	132
SPAC14C4.12c	laf1	SPAC14C4.12c.1:pep	G3DSA:1.10.10.10	Gene3D	208	296
SPAC14C4.12c	laf1	SPAC14C4.12c.1:pep	PF04433	PFAM	225	295
SPAC14C4.12c	laf1	SPAC14C4.12c.1:pep	PS50934	PROFILE	207	297
SPAC14C4.12c	laf1	SPAC14C4.12c.1:pep	SSF46689	SUPERFAMILY	198	296
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	G3DSA:1.10.8.60	Gene3D	278	341
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	G3DSA:3.40.50.300	Gene3D	70	251
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	PF03215	PFAM	65	248
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	PTHR12172	PANTHER	42	561
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	SM00382	SMART	104	241
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	SSF52540	SUPERFAMILY	70	337
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	TIGR00602	NCBIFAM	1	604
SPAC14C4.13	rad17	SPAC14C4.13.1:pep	cd00009	CDD	91	248
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	G3DSA:1.20.150.20	Gene3D	408	536
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	G3DSA:2.40.30.20	Gene3D	29	120
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	G3DSA:3.40.50.300	Gene3D	122	407
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	MF_01346	HAMAP	29	536
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PF00006	PFAM	177	400
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PF00306	PFAM	407	532
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PF02874	PFAM	54	119
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PIRSF039088	PIRSF	29	536
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PS00152	PROSITE	391	400
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	PTHR48082	PANTHER	32	535
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	SSF47917	SUPERFAMILY	409	536
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	SSF50615	SUPERFAMILY	38	122
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	SSF52540	SUPERFAMILY	124	406
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	TIGR00962	NCBIFAM	33	535
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	cd01132	CDD	122	403
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	cd18113	CDD	411	536
SPAC14C4.14	atp1	SPAC14C4.14.1:pep	cd18116	CDD	55	121
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	G3DSA:2.140.10.30	Gene3D	107	567
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	G3DSA:3.40.50.1820	Gene3D	589	852
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	PF00326	PFAM	696	834
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	PF00930	PFAM	182	543
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	PTHR11731	PANTHER	73	844
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	SSF53474	SUPERFAMILY	609	851
SPAC14C4.15c	dpp1	SPAC14C4.15c.1:pep	SSF82171	SUPERFAMILY	132	555
SPAC14C4.16	dad3	SPAC14C4.16.1:pep	PF08656	PFAM	8	77
SPAC14C4.16	dad3	SPAC14C4.16.1:pep	PTHR28017	PANTHER	4	81
SPAC1527.01	mok11	SPAC1527.01.1:pep	G3DSA:3.20.20.80	Gene3D	89	513
SPAC1527.01	mok11	SPAC1527.01.1:pep	G3DSA:3.40.50.2000	Gene3D	1141	1400
SPAC1527.01	mok11	SPAC1527.01.1:pep	G3DSA:3.40.50.2000	Gene3D	1401	1595
SPAC1527.01	mok11	SPAC1527.01.1:pep	PF00128	PFAM	102	495
SPAC1527.01	mok11	SPAC1527.01.1:pep	PF00534	PFAM	1429	1550
SPAC1527.01	mok11	SPAC1527.01.1:pep	PF08323	PFAM	1163	1351
SPAC1527.01	mok11	SPAC1527.01.1:pep	PTHR47182	PANTHER	3	2397
SPAC1527.01	mok11	SPAC1527.01.1:pep	SM00642	SMART	68	516
SPAC1527.01	mok11	SPAC1527.01.1:pep	SSF51445	SUPERFAMILY	58	579
SPAC1527.01	mok11	SPAC1527.01.1:pep	SSF53756	SUPERFAMILY	1157	1615
SPAC1527.01	mok11	SPAC1527.01.1:pep	cd06174	CDD	2138	2352
SPAC1527.01	mok11	SPAC1527.01.1:pep	cd11323	CDD	9	573
SPAC1527.02	sft2	SPAC1527.02.1:pep	PF04178	PFAM	69	179
SPAC1527.02	sft2	SPAC1527.02.1:pep	PTHR23137	PANTHER	39	186
SPAC1527.03	slr1	SPAC1527.03.1:pep	G3DSA:1.10.10.10	Gene3D	322	411
SPAC1527.03	slr1	SPAC1527.03.1:pep	PF05383	PFAM	330	384
SPAC1527.03	slr1	SPAC1527.03.1:pep	PS50961	PROFILE	319	408
SPAC1527.03	slr1	SPAC1527.03.1:pep	PTHR22792	PANTHER	232	427
SPAC1527.03	slr1	SPAC1527.03.1:pep	SM00715	SMART	323	406
SPAC1527.03	slr1	SPAC1527.03.1:pep	SSF46785	SUPERFAMILY	320	414
SPAC1527.03	slr1	SPAC1527.03.1:pep	cd07323	CDD	326	405
SPAC1556.01c	rad50	SPAC1556.01c.1:pep	G3DSA:3.40.50.300	Gene3D	3	304
SPAC1556.01c	rad50	SPAC1556.01c.1:pep	G3DSA:3.40.50.300	Gene3D	1023	1281
SPAC1556.01c	rad50	SPAC1556.01c.1:pep	PF13476	PFAM	6	244
